,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
20.0,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11
19.0,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.11
18.0,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11
17.0,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11
16.0,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11
15.0,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.11,0.11,0.1
14.0,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.16,0.15,0.14,0.13,0.13,0.12,0.11,0.11,0.1
13.0,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.13,0.12,0.11,0.11,0.1
12.0,0.21,0.21,0.21,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.1
11.0,0.22,0.22,0.21,0.21,0.2,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.1,0.09
10.0,0.23,0.23,0.22,0.21,0.2,0.19,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.1,0.09
9.0,0.25,0.24,0.23,0.22,0.21,0.19,0.17,0.16,0.15,0.13,0.12,0.11,0.11,0.1,0.09,0.09
8.0,0.26,0.26,0.24,0.23,0.21,0.19,0.17,0.16,0.14,0.13,0.12,0.11,0.1,0.1,0.09,0.09
7.0,0.28,0.27,0.26,0.24,0.21,0.19,0.17,0.15,0.14,0.13,0.11,0.11,0.1,0.09,0.09,0.08
6.0,0.3,0.29,0.27,0.24,0.21,0.19,0.16,0.15,0.13,0.12,0.11,0.1,0.09,0.09,0.08,0.08
5.0,0.33,0.32,0.28,0.25,0.21,0.18,0.16,0.14,0.12,0.11,0.1,0.1,0.09,0.09,0.08,0.08
4.0,0.37,0.34,0.3,0.24,0.2,0.17,0.15,0.13,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.08
3.0,0.42,0.38,0.3,0.23,0.19,0.16,0.14,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.07
2.0,0.51,0.42,0.29,0.21,0.17,0.14,0.12,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07
1.0,0.68,0.42,0.24,0.18,0.15,0.13,0.12,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.07
0.0,1.0,0.33,0.21,0.17,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.08
